tconst,title,region,language,primaryTitle,originalTitle,startYear,genres,directors,writers
tt0273408,Achani,IN,ta,Achchani,Achchani,1978.0,Drama,nm1192519,
tt0273429,Annakkili,IN,ta,Annakili,Annakili,1976.0,"Drama,Romance",nm7128983,"nm1180694,nm1001877"
tt0273529,Deepam,IN,ta,Dheepam,Dheepam,1977.0,,nm0897216,"nm0080270,nm2153379"
tt0273530,Daivathe Orthu,IN,ml,Dheivatheyorthu,Dheivatheyorthu,1985.0,,nm0329727,"nm0579755,nm1964412"
tt0273531,Durga Devi,IN,ta,Dhurga Dhevi,Dhurga Dhevi,1977.0,,nm2910433,
tt0273780,Manjeera Dhwani,IN,ml,Priyuralu,Priyuralu,1998.0,Romance,nm0080245,"nm0080245,nm1431061"
tt0273884,Uyirin Uyirae,IN,ta,Nidaan,Nidaan,2000.0,"Drama,Romance",nm0542498,"nm1194981,nm0542498,nm1330871"
tt0274594,Kadhal Rojave,IN,ta,Kaadhal Rojave,Kaadhal Rojave,2000.0,Romance,nm0450779,"nm0450779,nm7130876"
tt0274595,Kakai Siraginilae...,IN,ta,Kaakai Chirakiniley,Kaakai Chirakiniley,2000.0,,nm0890864,nm0890864
tt0274789,Minsara Kanavu,IN,ta,Minsaara Kanavu,Minsaara Kanavu,1997.0,"Comedy,Drama,Romance",nm0579766,"nm0579766,nm0707953"
tt0274792,Sattam En Kayyil,IN,ta,Sattam En Kaiyil,Sattam En Kaiyil,1978.0,Drama,nm1773564,
tt0275301,Dooram Arike,IN,ml,Dhooramarigey,Dhooramarigey,1980.0,,nm0420004,nm0792281
tt0275378,Guerilla,IN,ml,Gorilla,Guerrilla,1985.0,,nm0329716,nm0329716
tt0275534,Mukhya Manthri,IN,ml,Mukhyamanthri,Mukhyamanthri,1985.0,,nm0039174,nm0039174
tt0275587,Penn Janmam,IN,ta,Pen Jenmam,Pen Jenmam,1977.0,,nm0858235,
tt0275727,Thunai Eruppal Meenakshi,IN,ta,Thunaiyiruppaal Meenatchi,Thunaiyiruppaal Meenatchi,1977.0,,nm3533612,
tt0276244,Kaadhal Kavithai,IN,ta,Kaadhal Kavidai,Kaadhal Kavidai,1998.0,"Drama,Romance","nm10036082,nm0012892",
tt0276822,Bhadra Deepam,IN,ml,Bhadradeepam,Bhadradeepam,1973.0,,nm0619759,"nm0619759,nm0755421"
tt0276904,Dharma Yuddham,IN,ml,Dharmayudham,Dharmayudham,1973.0,Fantasy,nm0898565,nm9776869
tt0277128,Manassu,IN,ml,Manase,Manase,1973.0,,nm0435407,"nm3259882,nm0435407"
tt0277134,Masappadi Mathupilla,IN,ml,Masappady Mathupillai,Masappady Mathupillai,1973.0,,nm0857000,nm10604445
tt0277250,Poyi Mukhangal,IN,ml,Poymughangal,Poymughangal,1973.0,,nm0695156,nm3259882
tt0277549,Aashaachakram,IN,ml,Aasha Chakram,Aasha Chakram,1973.0,,nm0781684,"nm11239633,nm7873736"
tt0277748,Ilamai Oonjaladugirathu,IN,ta,Ilamai Oonjal Aadukirathu,Ilamai Oonjal Aadukirathu,1978.0,"Drama,Romance",nm0820232,nm0820232
tt0277781,Kaattuvithachavan,IN,ml,Kattu Vitachavan,Kattu Vitachavan,1973.0,,nm0840463,nm0792281
tt0277938,Orunal Innorunal,IN,ml,Oru Naal Innoru Naal,Oru Naal Innoru Naal,1985.0,,nm0045089,nm0792281
tt0278034,Shesham Screenil,IN,ml,Shesham Screenil,Shesham Screenil,1990.0,,nm0619239,
tt0279153,Janma Rahasya,IN,kn,Janma Rahasya,Janma Rahasya,1972.0,,nm0471488,"nm10975428,nm0471488,nm10639090"
tt0279256,Nadhi Nadanmare Avasiamundu,IN,ml,Nadee Nadanmare Aavashyamunde,Nadee Nadanmare Aavashyamunde,1974.0,,nm0542339,nm0049397
tt0279266,Netrikkan,IN,ta,Netri Kann,Netri Kann,1981.0,Drama,nm0616114,"nm0049335,nm1127850"
tt0279309,Panchatanthram,IN,ml,Pancha Thanthram,Pancha Thanthram,1974.0,"Action,Drama,Fantasy",nm0765881,"nm0154217,nm1588355,nm0765881,nm1347721"
tt0279317,Pattabishekham,IN,ml,Pattabhisekam,Pattabhisekam,1974.0,,nm0710577,
tt0279337,Poonthenaruvi,IN,ml,Poonthen Aruvi,Poonthen Aruvi,1974.0,,nm0765881,"nm0080270,nm9779921"
tt0279387,Sandram,IN,ml,Saandhram,Saandhram,1990.0,"Comedy,Drama",nm0856864,"nm2794076,nm0856863"
tt0279408,Shapamoksham,IN,ml,Shapa Moksham,Shapa Moksham,1974.0,,nm0420004,"nm0420004,nm8709010"
tt0279449,Swarna Malsiyam,IN,ml,Swarna Matsyam,Swarna Matsyam,1975.0,,nm0693205,nm1523325
tt0279464,Thamarathoni,IN,ml,Thmamara Thoni,Thmamara Thoni,1975.0,,nm0542339,nm0049397
tt0279497,Kanchanamala,IN,kn,Vali Sugriva,Vali Sugriva,1950.0,"Drama,Musical",nm0417245,
tt0279910,Kuttichathan,IN,ml,Poltergeist,Kuttichattan,1975.0,,nm0542339,nm2195217
tt0280423,Amritha Vahini,IN,ml,Amrudha Vahini,Amrudha Vahini,1976.0,,nm0765881,"nm1550223,nm0620786"
tt0280537,Chaturvedam,IN,ml,Chathur Vedam,Chathur Vedam,1977.0,,nm0765881,nm0755421
tt0280705,Gopi Kalyana,IN,kn,Gopikalyana,Gopikalyana,1994.0,,nm6916025,"nm12753534,nm6916025,nm13792222"
tt0280812,Kalyana Saugandhikam,IN,ml,Kalayana Sougandhikam,Kalayana Sougandhikam,1975.0,,nm0897217,
tt0280946,Minimol,IN,ml,Mini Mol,Mini Mol,1977.0,,nm0765881,nm1550223
tt0281115,Rendu Lokam,IN,ml,Randu Lokam,Randu Lokam,1977.0,,nm0765881,"nm1550223,nm1032150"
tt0281211,Surya Vamsam,IN,ml,Soorya Vamsam,Soorya Vamsam,1975.0,,nm0707267,nm0755421
tt0281536,Ayiram Janmangal,IN,ml,Aayiram Janmangal,Aayiram Janmangal,1976.0,,nm0654924,"nm1972495,nm0080270"
tt0281621,Ayalakkari,IN,ml,Ayalkari,Ayalkari,1976.0,,nm0765873,nm0792281
tt0282007,Mohini Attam,IN,ml,Mohiniyattom,Mohiniyattom,1976.0,,nm0857001,nm0857001
tt0282022,Nee Ente Lahari,IN,ml,Neeyente Lahari,Neeyente Lahari,1976.0,,nm0899794,nm0755421
tt0282181,Sridevi,IN,ml,Sreedevi,Sreedevi,1977.0,Drama,nm0619764,nm3259882
tt0282713,Makale Maappu Tharoo,IN,ml,Makale Mappu Tharu,Makale Mappu Tharu,1984.0,Drama,nm0765881,"nm0439906,nm2820538"
tt0283108,Vaiki Odunna Vandi,IN,ml,Vaiki Odunna Varathi,Vaiki Odunna Varathi,1986.0,Musical,nm0705560,nm0705560
tt0283500,Muthodumuthu,IN,ml,Muthodu Muthu,Muthodu Muthu,1984.0,"Drama,Romance",nm1398535,"nm1968843,nm0080270"
tt0283750,Jankil puk,IN,ta,The Jungle Book: The Adventures of Mowgli,Janguru bukku: Shônen Môguri,1989.0,"Adventure,Animation,Drama",nm0475866,"nm1164647,nm8108217,nm0947719,nm0456017,nm0944760"
tt0288513,Enna Petha Raasa,IN,ta,Ennai Petha Raasa,Ennai Petha Raasa,1989.0,,nm4363534,nm4363534
tt0289316,Manam Virumbudhe Unnai,IN,ta,Manam Virumbuthey Unnai,Manam Virumbuthey Unnai,1999.0,,"nm0803330,nm12747697",
tt0290098,Varnnapakittu,IN,ml,Varnapakittu,Varnapakittu,1997.0,"Action,Drama,Romance",nm0765873,"nm1018206,nm2536435"
tt0290432,Atte Gondukala Sose Gondukala,IN,kn,Attegondukala Sosegondukala,Attegondukala Sosegondukala,1968.0,,nm1032977,nm1032977
tt0291700,Aakrosham,IN,ml,Aakrosam,Aakrosam,1982.0,"Action,Crime,Drama",nm0707267,"nm0707267,nm2044086"
tt0292166,Padamudra,IN,ml,Paadha Mudhra,Paadha Mudhra,1988.0,Drama,nm1115363,nm1115363
tt0292246,Spadikam,IN,ml,Spadikam,Spadikam,1995.0,"Action,Drama",nm0080143,"nm5224139,nm0080143"
tt0293606,Soappu- Seeppu- Kannadi-,IN,ta,Soappu Seeppu Kannadi,Soappu Seeppu Kannadi,1968.0,Comedy,"nm1823258,nm1033113",nm15459327
tt0293682,Valaduthavan Valal,IN,ml,Vaaleduthaven Vaalaal,Vaaleduthaven Vaalaal,1979.0,,nm0707363,nm1550223
tt0307046,Galavarishi,IN,ta,Kalava,Kalava,1932.0,Drama,"nm0045943,nm0619630,nm0710042",
tt0307837,Suyamariyaadhai,IN,ta,Swabhimaan,Swabhimaan,1995.0,"Crime,Drama,Mystery","nm0080315,nm0223335","nm0212544,nm1199935,nm1019121,nm0440604"
tt0308395,Idhu Namma Aalu,IN,ta,Idu Namma Alu,Idu Namma Alu,1988.0,Comedy,nm0049400,nm0080180
tt0309800,Magic Magic 3D,IN,ml,Magic Magic 3D,Chota Jadugar,2003.0,"Drama,Fantasy",nm1137757,nm0657532
tt0311574,Nee Nanna Gellalare,IN,kn,Nee Nanna Gellalare,Nee Nanna Gellalare,1981.0,Musical,nm0897200,"nm8989313,nm1033297"
tt0311607,Ooppole,IN,ml,Oppol,Oppol,1980.0,Drama,nm0786042,nm0619760
tt0312540,Chathurangam,IN,ml,Chadarangam,Chadarangam,1958.0,,nm0861844,
tt0312859,Kannathil Muthamittal,IN,ta,Kannathil Muthamittal,Kannathil Muthamittal,2002.0,"Action,Drama,Musical",nm0711745,"nm15593359,nm0711745,nm0837675"
tt0313581,Sexilla Stuntilla,IN,ml,Sex Illa Stund Illa,Sex Illa Stund Illa,1976.0,,nm0695156,"nm3259882,nm11331569"
tt0313951,Yejaman,IN,ta,Ejamaan,Ejamaan,1993.0,"Drama,Romance",nm1172535,
tt0314814,Ulle Veliye,IN,ta,Ullae Veliae,Ullae Veliae,1993.0,"Action,Comedy,Drama",nm1011887,nm1011887
tt0315770,Ankuram,IN,ml,Anguram,Anguram,1982.0,,nm0363030,nm0363030
tt0316568,Sendhooram,IN,ta,Senthooram,Senthooram,1998.0,,nm9731986,nm9731986
tt0317853,Kaumarapayam,IN,ml,Koumara Praayam,Koumara Praayam,1979.0,,nm0329716,nm3341894
tt0317972,Pathiya Suryan,IN,ml,Paathira Sooryan,Paathira Sooryan,1981.0,,nm0683484,nm0857001
tt0318042,Sangharsham,IN,ml,Sangharsham,Sangharsham,1981.0,Drama,nm0899794,"nm2218537,nm0755421"
tt0318275,Adhisaya Pirvai,IN,ta,Adisaya Piravi,Adisaya Piravi,1990.0,"Action,Comedy,Fantasy",nm0616114,nm3582590
tt0318424,Manikuyil,IN,ta,Manikkuyil,Manikkuyil,1993.0,,nm9633239,
tt0318605,Rajavin Parvaiyile,IN,ta,Rajavin Parvaiyile,Raajavin Paarvayile,1995.0,"Drama,Romance",nm9425769,nm9425769
tt0318642,Saadhu,IN,ta,Saadu,Saadu,1994.0,Musical,nm0890864,
tt0318643,Sahasam,IN,ml,Saahasam,Saahasam,1981.0,,nm0707363,nm1550223
tt0318791,Unnai Vaazhthi Paadugiren,IN,ta,Unnai Vaazhthi Paadukiren,Unnai Vaazhthi Paadukiren,1992.0,,nm10692728,
tt0318964,Kaadhal Geetham,IN,ta,Abhinandana,Abhinandana,1988.0,"Drama,Romance",nm1223086,
tt0318983,Amman Kovil Kizhakale,IN,ta,Amman Koil Kizhakkaalae,Amman Koil Kizhakkaalae,1986.0,Drama,nm1182564,nm1182564
tt0318992,Anbulla Rajinikanth,IN,ta,Anbulla Rajanikant,Anbulla Rajanikant,1984.0,"Action,Drama,Family",nm1166609,
tt0319164,Ariyatha Vayasu,IN,ta,Chandanamarangal,Chandanamarangal,2001.0,Drama,nm1180664,nm12345803
tt0319359,Enkitta Mothathe,IN,ta,Engitte Modhathe,Engitte Modhathe,1990.0,,nm1182564,nm1182564
tt0319436,Ketti Malam,IN,ta,Gatti Melam,Gatti Melam,1985.0,,nm1127850,nm1127850
tt0319468,Guru Sishyan,IN,ta,Guru Sishyan,Guru Sishyan,1988.0,"Action,Comedy",nm0616114,
tt0319592,January 1,IN,ta,Janavari Onnu,Janavari Onnu,1984.0,,nm0542478,
tt0319635,Karnaparvam,IN,ml,Kama Parvam,Kama Parvam,1977.0,,nm0620797,nm4235908
tt0320112,Nagara Mahime,IN,kn,Naagara Mahimey,Naagara Mahimey,1984.0,,nm1185281,"nm1185281,nm0471468,nm13639745"
tt0320395,Sami Potta Mudichu,IN,ta,Saami Potta Mudhichhu,Saami Potta Mudhichhu,1991.0,,nm1182564,nm1182564
tt0320523,Shri Raghavendrar,IN,ta,Sri Raghavendra,Sree Raaghavendar,1985.0,"Biography,Drama",nm0616114,nm2153379
tt0320602,Thalattu Padava,IN,ta,Thaalaattu Paadava,Thaalaattu Paadava,1990.0,,nm1182564,nm1182564
tt0320609,Thanga Maamaa,IN,ta,Thanga Mama,Thanga Mama,1985.0,,nm0475698,nm1367024
tt0320714,Vazhgai Valarga,IN,ta,Vaazhga Valarga,Vaazhga Valarga,1987.0,,nm8038620,
tt0321071,Achaneyanu Enikkishtam,IN,ml,Achaneyanenikkishtam,Achaneyanenikkishtam,2001.0,"Comedy,Drama",nm4338272,nm0688081
tt0322170,En Chelvame,IN,ta,En Selvame,En Selvame,1985.0,,nm0616114,
tt0322902,Kadalikka Neramillai,IN,ta,Kadalikka Neramillai,Kadalikka Neramillai,1964.0,"Comedy,Musical,Romance",nm0820232,
tt0323188,Karugkuyil Kundrathuk Kolai,IN,ta,Maragatham,Maragatham,1959.0,,nm0619667,nm6204939
tt0323225,Mellappesungal,IN,ta,Mella Pesungal,Mella Pesungal,1983.0,,nm1193844,
tt0323454,Neeya Nanna,IN,ta,Thanga Magan,Thanga Magan,1983.0,"Action,Drama",nm1181506,
tt0323467,Oru Oddi Nadhiyagiradhu,IN,ta,Oru Odai Nadhiyagirathu,Oru Odai Nadhiyagirathu,1983.0,,nm0820232,
tt0323987,Sivagangai Seemai,IN,ta,Sivagangai Seemai,Sivagangai Seemai,1959.0,"Drama,History",nm0788158,nm1823946
tt0324389,Urangaadha Ninaivugal,IN,ta,Urangatha Ninaivugal,Urangatha Ninaivugal,1983.0,,nm1197952,
tt0324977,Allavudeenum Albutha Velakkum,IN,ml,Alavuddinum Athbutha Vilakkum,Alavuddinum Athbutha Vilakkum,1979.0,"Adventure,Drama,Fantasy",nm0765873,"nm0792281,nm1347553"
tt0331642,Rasigan,IN,ta,Rasigan,Rasigan,1994.0,"Action,Romance",nm0151546,"nm7751673,nm0151546"
tt0331986,Narakasura Vadhe,IN,kn,Deepavali,Deepavali,1960.0,"Drama,Musical",nm1245607,
tt0332338,Pudhiya Paadhai,IN,ta,Puthiya Pathai,Puthiya Pathai,1989.0,"Drama,Mystery",nm1011887,nm1011887
tt0332384,Sitha,IN,ml,Seetha,Seetha,1980.0,,nm1164876,nm1524323
tt0333390,Ilaneer,IN,ml,Elaneer,Elaneer,1981.0,,nm1253607,nm1253607
tt0339485,Parthale Paravasam,IN,ta,Paarthale Paravasam,Paarthale Paravasam,2001.0,Comedy,nm0049335,nm1287356
tt0343142,Varabhalam,IN,ml,Varafalam,Varafalam,1994.0,Comedy,nm0856863,nm1509913
tt0344800,Ahankaram,IN,ml,Ahangaaram,Ahangaaram,1983.0,,nm1294704,nm1294704
tt0345712,Njan Ekanaanu,IN,ml,Njan Ekananu,Njan Ekananu,1982.0,Drama,nm0151524,nm11392978
tt0351642,Rakshassu,IN,ml,Rekshas,Rekshas,1984.0,,nm0368307,nm0368307
tt0351713,Sapadham,IN,ml,Shabhadham,Shabhadham,1984.0,,nm1297144,"nm1523325,nm1297144"
tt0351834,Thennal Thedunna Poovu,IN,ml,Manasa Veena,Manasa Veena,1984.0,"Drama,Musical,Romance",nm0718784,
tt0352162,Kadha Parayum Kaayal,IN,ml,Ambalakkara Panchayath,Ambalakkara Panchayath,1988.0,,nm1319937,nm10442291
tt0353622,Ghoshayathra,IN,ml,Khoshayathra,Khoshayathra,1993.0,,nm0897215,"nm11950599,nm1012016"
tt0353692,Magreeb,IN,ml,Magrib,Magrib,1993.0,Drama,nm0595846,"nm0595846,nm2790390"
tt0353701,Malayathi Pennu,IN,ml,Malayathi Pennu,Malayathi Pennu,1989.0,"Drama,Romance",nm0329716,nm0329716
tt0353725,Meesa Madhavan,IN,ml,Meesha Madhavan,Meesha Madhavan,2002.0,"Comedy,Drama",nm0430485,nm0695196
tt0353769,My Dear Muthachen,IN,ml,My Dear Muthachan,My Dear Muthachan,1992.0,"Comedy,Drama",nm0030791,nm0820208
tt0353824,Ofabee,IN,ml,O' Faby,O' Faby,1993.0,"Animation,Drama,Family",nm0820198,
tt0353922,Mighayelinte Santhathigal,IN,ta,Puthran,Puthran,1994.0,,nm0041075,nm1524141
tt0355639,Kannur,IN,ml,Kannoor,Kannoor,1997.0,Thriller,nm0363021,nm2134185
tt0356774,Kai Ethum Dorathu,IN,ml,Kaiyethum Doorath,Kaiyethum Doorath,2002.0,"Drama,Romance",nm0269778,nm0269778
tt0356778,Kanalkkireedam,IN,ml,Kanalkkireetam,Kanalkkireetam,2002.0,,nm1337221,nm12382399
tt0357829,Kalyana Raman,IN,ml,Kalyanaraman,Kalyanaraman,2002.0,"Comedy,Drama",nm1167591,nm1563114
tt0364455,Karmegham,IN,ta,Karmegam,Karmegam,2002.0,Drama,nm0707265,
tt0364647,Sandiyar,IN,ta,Virumandi,Virumandi,2004.0,"Action,Crime,Drama",nm0352032,"nm2832163,nm0352032"
tt0368400,Vaali,IN,ta,Vaalee,Vaalee,1999.0,"Romance,Thriller",nm0754184,nm0754184
tt0369214,Adhi Velli,IN,ta,Adam Velli,Adam Velli,1990.0,,nm1167163,
tt0369699,Mangaiyarkarasi,IN,ta,Mangayar Karasi,Mangayar Karasi,1949.0,Musical,nm0052330,
tt0369812,Pallaturi Chinnadu,IN,ta,Palletoori Chinnodu,Palletoori Chinnodu,1973.0,,nm0009775,
tt0370946,Mayakkari,IN,ta,Mayalamari,Mayalamari,1951.0,Musical,nm0654913,
tt0375571,Aayutha Ezhuthu,IN,ta,Aayitha Ezhuthu,Aayitha Ezhuthu,2004.0,"Action,Drama,Thriller",nm0711745,"nm0711745,nm0837675"
tt0375878,Kaakha Kaakha,IN,ta,Kaakha Kaakha,Kaakha Kaakha,2003.0,"Action,Crime,Drama",nm1069826,"nm5142674,nm1069826"
tt0376127,Anniyan,IN,ta,Anniyan,Anniyan,2005.0,"Action,Crime,Drama",nm0788171,"nm2701239,nm0788171,nm0837675"
tt0378647,Ramanaa,IN,ta,Ramana,Ramana,2002.0,"Action,Drama",nm1436693,"nm1436693,nm5509805"
tt0382842,M.D.M.S,IN,ml,Meerayude Dukhavum Muthuvinte Swapnavum,Meerayude Dukhavum Muthuvinte Swapnavum,2003.0,"Drama,Musical",nm0898524,nm0898524
tt0384597,Thevara Theruvu,IN,ml,Pulival Kalyanam,Pulival Kalyanam,2003.0,Comedy,nm1167591,"nm1440053,nm1437907"
tt0385928,Panchathantiram,IN,ta,Panchatanthiram,Panchatanthiram,2002.0,"Comedy,Drama",nm0433893,"nm0352032,nm1190372,nm0433893,nm5635145"
tt0388682,Adhithan Kanavu,IN,ta,Adithan Kanavu,Adithan Kanavu,1948.0,,nm0839046,
tt0389452,Mayamalai,IN,ta,Tilottama,Tilottama,1951.0,,nm1203565,
tt0389522,War and Love,IN,ml,War & Love,War & Love,2003.0,"Action,Romance,Thriller",nm0898524,"nm0898524,nm1269722"
tt0389712,Aayiram Thalai Vaangi Apoorva Chintamani,IN,ta,1000 Thalaivangi Apoorva Chintamani,1000 Thalaivangi Apoorva Chintamani,1947.0,,nm0839046,
tt0389803,Bhoolka Rambhi,IN,ta,Bhuloka Rambhai,Bhuloka Rambhai,1958.0,,nm0948334,
tt0390376,Pop Corn,IN,ta,Popcarn,Popcarn,2003.0,,nm0621937,nm1523325
tt0390685,Mayavi,IN,ta,Betaal Pachisi,Betaal Pachisi,1997.0,Fantasy,nm0013160,nm0266166
tt0390910,Bhakta Vatsalam,IN,ta,Bhakta Vatsala,Bhakta Vatsala,1931.0,,nm1512438,
tt0393724,Oru CBI Diary Kurippu Part III,IN,ml,Sethurama Iyer CBI,Sethurama Iyer CBI,2004.0,"Mystery,Thriller",nm0534869,nm0841554
tt0396684,Kasthooriman,IN,ml,Kasthuriman,Kasthuriman,2003.0,"Drama,Romance",nm0517839,nm0517839
tt0400186,Athbhutha Vilakku,IN,ml,Chanthupottu,Chanthupottu,2005.0,"Comedy,Drama,Romance",nm0430485,nm1563114
tt0400585,Krishnaleela,IN,ml,Vettam,Vettam,2004.0,"Comedy,Romance",nm0698184,"nm0698184,nm1440053,nm1437907"
tt0400764,Athu Nee Thanneyaanu,IN,ml,Vismayathumbathu,Vismayathumbathu,2004.0,"Comedy,Horror,Mystery",nm0269778,"nm0269778,nm1344075"
tt0401897,Ella Hengasarinda,IN,kn,Yella Hengasirinda,Yella Hengasirinda,1986.0,,nm0007187,"nm0007187,nm0359096"
tt0401898,Elu Suttina Kote,IN,kn,Yelu Sutthina Kote,Yelu Sutthina Kote,1988.0,,nm1389583,"nm1389583,nm13639285,nm7174941,nm5754061"
tt0417011,Nerrukku Ner,IN,ta,Nerukku Ner,Nerukku Ner,1997.0,"Action,Drama,Romance",nm1182689,nm1182689
tt0422689,Madhurey,IN,ta,Madurey,Madurey,2004.0,Action,nm1703622,"nm1419442,nm1703622"
tt0422934,Perazhagan,IN,ta,Perazhagan,Perazhagan,2004.0,"Comedy,Drama,Romance",nm1003279,"nm1003279,nm2670388"
tt0425350,While It Rains Hard,IN,ml,Perumazhakkalam,Perumazhakkalam,2004.0,Drama,nm0436382,nm1012016
tt0425610,Vadakkumnathan,IN,ml,Vadakkum Nathan,Vadakkum Nathan,2006.0,"Drama,Musical,Romance",nm0440326,nm1248932
tt0430326,Maambazhakkalam,IN,ml,Maampazhakkaalam,Maampazhakkaalam,2004.0,"Comedy,Drama",nm0430782,nm1525010
tt0439418,7G Rainbow Colony,IN,ta,7/G Rainbow Colony,7/G Rainbow Colony,2004.0,"Drama,Musical,Romance",nm1421754,nm1421754
tt0447382,Kudaikul Mazhai,IN,ta,Rain Inside the Umbrella,Rain Inside the Umbrella,2005.0,"Mystery,Thriller","nm1011887,nm16889267",nm1011887
tt0448845,Viral Adayalam,IN,ml,Finger Print,Finger Print,2005.0,"Crime,Mystery,Thriller",nm1842548,"nm0796504,nm1842548"
tt0455578,Kana Kandaen,IN,ta,Kanaa Kanden,Kanaa Kanden,2005.0,"Romance,Thriller",nm0433895,"nm4338863,nm5394336,nm0433895"
tt0455767,Sivakasi,IN,ta,Sivakaasi,Sivakaasi,2005.0,"Action,Drama",nm1896833,nm1896833
tt0460976,Valaavaan,IN,ta,Vallavan,Vallavan,2006.0,"Romance,Thriller",nm1167656,"nm0049400,nm1167656"
tt0463837,Payamuruttum cakotarikai,IN,ta,The Spooky Sisters,The Spooky Sisters,2004.0,"Animation,Comedy,Family",nm1951967,nm1951967
tt0464071,Jill Endru Oru Kaadhal,IN,ta,Sillunu Oru Kaadhal,Sillunu Oru Kadhal,2006.0,"Drama,Romance",nm1953633,"nm1597822,nm1953633"
tt0464106,Maanmathaun,IN,ta,Manmadhan,Manmadhan,2004.0,"Crime,Romance,Thriller",nm1953635,nm1167656
tt0479651,Dhasavatharam,IN,ta,Dasavatharam,Dasavatharam,2008.0,"Action,Adventure,Drama",nm0433893,"nm0352032,nm6757816,nm0864605"
tt0764655,Moondru Mugam,IN,ta,Moondru Mugham,Moondru Mugham,1982.0,"Action,Drama",nm1181506,nm12736555
tt0768708,Thavamai Thavamirundhu,IN,ta,Thavamai Thavamiruntu,Thavamai Thavamiruntu,2005.0,"Drama,Family",nm0155741,nm0155741
tt0769499,Aadhi,IN,ta,Aathi,Aathi,2006.0,"Action,Drama",nm1685252,nm1685252
tt0779741,Manchivallaku Manchivadu,IN,ta,Manchi Vaalaku Manchivadu,Manchi Vaalaku Manchivadu,1973.0,Adventure,nm0201897,
tt0782695,Manasellam,IN,ta,Manasellaam,Manasellaam,2003.0,Comedy,nm11675960,
tt0810469,Vaanathaippola,IN,ta,Vaanathaipola,Vaanathaipola,2000.0,"Drama,Musical,Romance",nm1417315,nm1417315
tt0881894,Attahasam,IN,ta,Attagasam,Attagasam,2004.0,"Action,Drama",nm1701267,nm1701267
tt0887769,Pazhassi Raja,IN,ml,Kerala Varma Pazhassi Raja,Kerala Varma Pazhassi Raja,2009.0,"Action,Biography,Drama",nm0363030,"nm0619760,nm2170955,nm3806212"
tt0888503,Imsai Arasan 23am Pulikesi,IN,ta,Imsai Arasan 23rd Pulikecei,Imsai Arasan 23rd Pulikecei,2006.0,"Comedy,Musical",nm2435980,nm2435980
tt0924225,Hallo,IN,ml,Hello,Hello,2007.0,"Comedy,Mystery","nm1459445,nm1459905","nm1459905,nm1459445"
tt0928187,Bharathan Effect,IN,ml,Bharathan,Bharathan,2007.0,"Drama,Sci-Fi",nm0201880,nm1432116
tt0948462,Priyamaanavale,IN,ta,Priyamanavale,Priyamanavale,2000.0,"Drama,Romance",nm2019956,nm0707287
tt0949468,Muthaide Baghya,IN,kn,Muttaide Bhagya,Muttaide Bhagya,1956.0,,nm0009775,nm0471468
tt0959285,Azhagiya Tamil Magan,IN,ta,Azhagiya Tamilmagan,Azhagiya Tamilmagan,2007.0,"Action,Drama,Thriller",nm1419442,"nm1419442,nm8909679,nm1195712"
tt0997161,Kallante Makan,IN,ml,Oru Pennum Randaanum,Oru Pennum Randaanum,2008.0,Drama,nm0329715,"nm0329715,nm0683495"
tt10050614,Arayaakkadavil,IN,ml,Arayakadavil,Arayakadavil,2019.0,Drama,nm10560634,"nm10560634,nm10560635"
tt10055774,Mere Pyaare Deshvasiyom,IN,ml,Mere Pyare Deshvasiyom,Mere Pyare Deshvasiyom,2019.0,Comedy,nm8857578,nm10562628
tt10136880,Valiya Perunnal,IN,ml,Valiyaperunnal,Valiyaperunnal,2019.0,"Drama,Thriller",nm10600114,"nm10600114,nm10936399"
tt10152736,Thalaivii,IN,ta,Thalaivi,Thalaivi,2021.0,"Biography,Drama",nm1777967,"nm2353436,nm1777967,nm1802449,nm4157919"
tt10183682,Kuttymama,IN,ml,Kuttymama,Kuttymama,2019.0,"Comedy,Drama,Family",nm0899144,nm2573916
tt10184078,Wow! What a Compatibility!,IN,ta,Aahaa Enna Porutham,Aahaa Enna Porutham,1997.0,"Comedy,Romance",nm8908993,
tt10187686,Thamasha,IN,ml,Thamaasha,Thamaasha,2019.0,"Comedy,Drama",nm10622004,nm10622004
tt10189514,சூரரைப் போற்று,IN,ta,Soorarai Pottru,Soorarai Pottru,2020.0,Drama,nm1464314,"nm1464314,nm5289834,nm7373491,nm8641855,nm6314922,nm13222819,nm18380118,nm8985377"
tt10189764,Sivagami (2018-2019),IN,ta,Sivagami,Sivagami,2018.0,Family,nm10623198,"nm11764862,nm11764861"
tt10218838,Edakkadu Battalion 06,IN,ml,Edakkad Battalion 06,Edakkad Battalion 06,2019.0,"Action,Drama,Romance",nm9648063,nm1548005
tt10229794,Papam Cheyyathavar Kalleriyatte,IN,ml,Paapam Cheyyathavar Kalleriyatte,Paapam Cheyyathavar Kalleriyatte,2020.0,Comedy,nm6416761,nm6416761
tt1027725,Pancharathna,IN,kn,Panchrathna,Panchrathna,1956.0,,nm0892844,
